Empresa;Estado;Produto;Tipo do Produto;Certificação;Tipo Símbolo
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS CERRADO MINEIRO - LINHA PROFISSIONAL;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS CHOCOLATE;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS CHOCOLATE;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS CHOCOLATE;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS EXOTICO;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS EXOTICO;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS FRUTAS SECAS;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS FRUTAS SECAS;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS FRUTAS VERMELHAS;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS FRUTAS VERMELHAS;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS MOGIANA PAULISTA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS MOGIANA PAULISTA;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS MOGIANA PAULISTA - LINHA PROFISSIONAL;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS ORGANICO;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS ORGANICO;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES RITUAIS SUL DE MINAS;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES SUL DE MINAS E ESPIRITO SANTO;GR;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;3 CORACOES SUL DE MINAS GOURMET;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES SUL DE MINAS LINHA PROFISSIONAL;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;3 CORACOES TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;3 FAZENDAS;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;APOLLO;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;BANGU;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;BETANIA;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;BH;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;BRASILEIRO EM GRAO;GR;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;BRASILEIRO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;BRASILEIRO SUPERIOR;TM;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;BRASILEIRO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;BRASILEIRO TUTTA CREMA EXPRESSO GRAO;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;CIROL ROYAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;CONFEITARIA COLOMBO;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;CONFEITARIA COLOMBO GRAO TORRADO;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;CRUZEIRO INTENSO;TM;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;CRUZEIRO PLENO;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;CRUZEIRO TRAVESSIA CERRADO MINEIRO;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;CRUZEIRO TRAVESSIA MOGIANA;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;CRUZEIRO TRAVESSIA SUL DE MINAS;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;CUCA;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;DIVINOPOLIS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;DIVINOPOLIS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;DOUTOR EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;DOUTOR TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;ESPRESSO FRANS CAFE GRAO TORRADO;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;FINO GRAO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;FINO GRAO FORT;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;FINO GRAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;FORT;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;FRANS CAFE PREMIUM;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;GERONYMO;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;IGUACU EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;IGUACU TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;ITAMARATY EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;ITAMARATY GOURMET ESPRESSO;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;ITAMARATY TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;KIMIMO;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;LETICIA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;LETICIA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;MANAUS;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;MANAUS EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;PIMPINELA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;PIMPINELA GOLDEN;TM;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;PIMPINELA GOURMET RIO DE JANEIRO;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;PIMPINELA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;PREMIADO;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;PRINCIPAL;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;QUALITA - EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;QUALITA - TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;SANTA CLARA - REGIAO VULCANICA;TM;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA CLASSICO;TM;Pureza, Qualidade;Tradicional
CAFE TRES CORACOES S/A;MG;SANTA CLARA DESCAFEINADO;TM;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;SANTA CLARA ESPRESSO EM GRAO;GR;Pureza, Qualidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;SANTA CLARA MAXIMA INTENSIDADE;TM;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;SANTA CLARA PREMIUM;TM;Pureza, Qualidade;Superior
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA CERRADO MINEIRO;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA CERRADO MINEIRO EM GRAOS;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA MOGIANA PAULISTA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA MOGIANA PAULISTA EM GRAOS;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA ORGANICO;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA ORGANICO EM GRAOS;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;SANTA CLARA RESERVA DA FAMILIA SUL DE MINAS;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
CAFE TRES CORACOES S/A;MG;TOKO;TM;Pureza, Qualidade;Extraforte
CAFE TRES CORACOES S/A;MG;TRIBOS;TM;Pureza, Qualidade;Gourmet
CAFE TRES MARCOS IND. E COM. LTDA.;MG;BOM VIZINHO;TM;Pureza, Qualidade;Tradicional
CAFE TRES MARCOS IND. E COM. LTDA.;MG;PLATINO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE TRES MARCOS IND. E COM. LTDA.;MG;PORTAL DO CERRADO;TM;Pureza, Qualidade;Superior
CAFE TRES MARCOS IND. E COM. LTDA.;MG;SETE COLINAS;TM;Pureza, Qualidade;Tradicional
CAFE TRES MARCOS IND. E COM. LTDA.;MG;UBER;TM;Pureza, Qualidade;Tradicional
CAFE TRES MARCOS IND. E COM. LTDA.;MG;UBERLANDIA;TM;Pureza, Qualidade;Extraforte
CAFE TRES MARCOS IND. E COM. LTDA.;MG;UDI;TM;Pureza, Qualidade;Tradicional
CAFE TRES MARCOS IND. E COM. LTDA.;MG;UDI;GR;Pureza, Qualidade;Extraforte
CAFE UBEDA LTDA.;SP;TIETE;TM;Pureza, Qualidade;Tradicional
CAFE UBEDA LTDA.;SP;UBEDA;TM;Pureza, Qualidade;Tradicional
CAFE UBEDA LTDA.;SP;UBEDA EXPRESSO;GR;Pureza, Qualidade;Superior
CAFE UTAM S/A.;SP;BIAGINI;TM;Pureza, Qualidade;Tradicional
CAFE UTAM S/A.;SP;BIAGINI EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CAFE UTAM S/A.;SP;FAZENDA SANTA ALCINA;TM;Pureza, Qualidade;Gourmet
CAFE UTAM S/A.;SP;FAZENDA SANTA ALCINA;GR;Pureza, Qualidade;Gourmet
CAFE UTAM S/A.;SP;NILZA;TM;Pureza, Qualidade;Tradicional
CAFE UTAM S/A.;SP;PRODUTOR CLASSICO;CAP;Pureza, Qualidade;Intensidade 7
CAFE UTAM S/A.;SP;PRODUTOR INTENSO;CAP;Pureza, Qualidade;Intensidade 9
CAFE UTAM S/A.;SP;RIBEIRAO;TM;Pureza, Qualidade;Tradicional
CAFE UTAM S/A.;SP;SANTA ADELIA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE UTAM S/A.;SP;SOCIEDADE DO CAFE SUPERIOR;GR;Pureza, Qualidade;Superior
CAFE UTAM S/A.;SP;UTAM ESPRESSO CREMA;GR;Pureza, Qualidade;Superior
CAFE UTAM S/A.;SP;UTAM EXPRESSO GOURMET GRAOS;GR;Pureza, Qualidade;Gourmet
CAFE UTAM S/A.;SP;UTAM EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE UTAM S/A.;SP;UTAM GOURMET;TM;Pureza, Qualidade;Gourmet
CAFE UTAM S/A.;SP;UTAM MOMENTOS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFE UTAM S/A.;SP;UTAM MOMENTOS FORTISSIMO;TM;Pureza, Qualidade;Extraforte
CAFE UTAM S/A.;SP;UTAM MOMENTOS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE UTAM S/A.;SP;UTAM SPECIALE;TM;Pureza, Qualidade;Superior
CAFE UTAM S/A.;SP;UTAM SPECIALE;GR;Pureza, Qualidade;Superior
CAFE UTAM S/A.;SP;UTAM SPECIALE VACUO;TM;Pureza, Qualidade;Superior
CAFE UTAM S/A.;SP;UTAM TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFE UTAM S/A.;SP;UTAM UNO GOURMET;CAP;Pureza, Qualidade;Intensidade 7
CAFE UTAM S/A.;SP;UTAM UNO INTENSO;CAP;Pureza, Qualidade;Intensidade 10
CAFEEIRA MORADA GABRIELA LTDA-ME;SP;ALTINOPOLIS ESPRESSO;GR;Pureza, Qualidade;Gourmet
CAFEEIRA MORADA GABRIELA LTDA-ME;SP;ALTINOPOLIS PREMIUM;TM;Pureza, Qualidade;Tradicional
CAFEEIRA MORADA GABRIELA LTDA-ME;SP;ALTINOPOLIS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFEEIRA SETE IRMAOS LTDA;MG;GUIMARAES TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFEICULTURA ELDORADO LTDA;SP;TREVIOLO CAFE EM GRAOS;GR;Pureza, Qualidade;Superior
CAFES AMAJO E TONINHO IND. E COM. LTDA.;SP;AMAJO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFES AMAJO E TONINHO IND. E COM. LTDA.;SP;AMAJO VACUO;TM;Pureza, Qualidade;Tradicional
CAFES AMAJO E TONINHO IND. E COM. LTDA.;SP;TONINHO ESPRESSO;GR;Pureza, Qualidade;Gourmet
CAFES AMAJO E TONINHO IND. E COM. LTDA.;SP;TONINHO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAFES AMAJO E TONINHO IND. E COM. LTDA.;SP;TONINHO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAFES AMAJO E TONINHO IND. E COM. LTDA.;SP;TONINHO VACUO;TM;Pureza, Qualidade;Tradicional
CAFEVAN TORREF. DE CAFE IND. E COM. LTDA;BA;BARRA DA ESTIVA;TM;Pureza, Qualidade;Tradicional
CAFEVAN TORREF. DE CAFE IND. E COM. LTDA;BA;BARRA DA ESTIVA GOURMET;TM;Pureza, Qualidade;Gourmet
CAFEVAN TORREF. DE CAFE IND. E COM. LTDA;BA;BARRA DA ESTIVA GOURMET;GR;Pureza, Qualidade;Gourmet
CAFEVAN TORREF. DE CAFE IND. E COM. LTDA;BA;MORRO DOURO;TM;Pureza, Qualidade;Extraforte
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL FLOR;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL FLOR TORRA MEDIA;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL TANGARA;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL TANGARA;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL TANGARA;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL TANGARA TORRA MEDIA;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL TANGARA TORRA MEDIA;TM;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;CHIARA ESPECIAL TANGARA TORRA MEDIA;GR;Pureza, Qualidade, Sustentabilidade;Especial
CAFFE BRASILIANO DI CHIARA LTDA;ES;MARAPE TRADICIONAL;TM;Pureza, Qualidade, Sustentabilidade;Tradicional
CALDAS ALIM. LTDA;GO;BIBO;TM;Pureza, Qualidade;Tradicional
CALDAS ALIM. LTDA;GO;BIBO EM GRAOS;GR;Pureza, Qualidade;Tradicional
CALDAS ALIM. LTDA;GO;BULE DE OURO;TM;Pureza, Qualidade;Extraforte
CALDAS ALIM. LTDA;GO;CALDAS CALDAS TORRADO EM GRAOS;GR;Pureza, Qualidade;Tradicional
CALDAS ALIM. LTDA;GO;CALDAS ESPRESSO;GR;Pureza, Qualidade;Gourmet
CALDAS ALIM. LTDA;GO;CALDAS EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CALDAS ALIM. LTDA;GO;CALDAS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CALDAS ALIM. LTDA;GO;LIDERANCA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CALDAS ALIM. LTDA;GO;LIDERANCA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CALDAS ALIM. LTDA;GO;REIS;TM;Pureza, Qualidade;Extraforte
CALDAS ALIM. LTDA;GO;SERRA DE CALDAS;TM;Pureza, Qualidade;Tradicional
CALDAS ALIM. LTDA;GO;SERRA DE CALDAS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CALDAS ALIM. LTDA;GO;SERRA DE CALDAS GOURMET;TM;Pureza, Qualidade;Gourmet
CALDAS ALIM. LTDA;GO;SERRA DE CALDAS GOURMET;GR;Pureza, Qualidade;Gourmet
CALDAS ALIM. LTDA;GO;SERRA DE CALDAS TORRADO;GR;Pureza, Qualidade;Extraforte
CALDAS ALIM. LTDA;GO;TIKERO;TM;Pureza, Qualidade;Extraforte
CALDAS MAIA E CIA LTDA.;BA;BENDENGO;TM;Pureza, Qualidade;Tradicional
CAMIL ALIMENTOS S.A.;MG;BOM DIA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAMIL ALIMENTOS S.A.;MG;BOM DIA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMIL ALIMENTOS S.A.;MG;SELETO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAMIL ALIMENTOS S.A.;MG;SELETO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMIL ALIMENTOS S.A.;MG;SUL DE MINAS;TM;Pureza, Qualidade;Extraforte
CAMIL ALIMENTOS S.A.;MG;UNIAO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CAMIL ALIMENTOS S.A.;MG;UNIAO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CAMIL ALIMENTOS S.A.;MG;UNIAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMIL ALIMENTOS S.A.;MG;UNIAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMPAROMA LTDA;SP;CAMPAROMA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAMPAROMA LTDA;SP;CAMPAROMA GOURMET;GR;Pureza, Qualidade;Gourmet
CAMPAROMA LTDA;SP;CAMPAROMA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMPEAO COM. IND. DE CAFE LTDA.;ES;CAMPEAO BLEND ESPECIAL;TM;Pureza, Qualidade;Superior
CAMPEAO COM. IND. DE CAFE LTDA.;ES;CAMPEAO BLEND ESPECIAL SELECAO;GR;Pureza, Qualidade;Gourmet
CAMPEAO COM. IND. DE CAFE LTDA.;ES;CAMPEAO EXPORTACAO;TM;Pureza, Qualidade;Tradicional
CAMPEAO COM. IND. DE CAFE LTDA.;ES;CAMPEAO FORTE;TM;Pureza, Qualidade;Extraforte
CAMPEAO COM. IND. DE CAFE LTDA.;ES;GUANDU;TM;Pureza, Qualidade;Extraforte
CAMPEAO COM. IND. DE CAFE LTDA.;ES;ITABIRA;TM;Pureza, Qualidade;Extraforte
CAMPEAO COM. IND. DE CAFE LTDA.;ES;TRE FRATELLI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMPILAR DA AMAZONIA IND. E COM. DE ALIM.  LTDA;RO;NA XICARA  TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CAMPILAR DA AMAZONIA IND. E COM. DE ALIM.  LTDA;RO;NA XICARA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CAPAL COOPERATIVA AGROINDUSTRIAL;PR;GRENA PREMIUM;TM;Pureza, Qualidade;Superior
CAPAL COOPERATIVA AGROINDUSTRIAL;PR;GRENA PREMIUM;GR;Pureza, Qualidade;Superior
CAPAL COOPERATIVA AGROINDUSTRIAL;PR;JUCAFE;TM;Pureza, Qualidade;Tradicional
CAPAL COOPERATIVA AGROINDUSTRIAL;PR;ROBUSTO;TM;Pureza, Qualidade;Tradicional
CAR DORI TORREFACAO E MOAGEM DE CAFE LTDA - ME;BA;IPIAU;TM;Pureza, Qualidade;Tradicional
CAR DORI TORREFACAO E MOAGEM DE CAFE LTDA - ME;BA;LEGITIMO DA BAHIA;TM;Pureza, Qualidade;Tradicional
CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA;RJ;BRY COFFEE GOURMET;GR;Pureza, Qualidade;Gourmet
CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA;RJ;VARGAS ESPECIAL;TM;Pureza, Qualidade;Gourmet
CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA;RJ;VARGAS EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA;RJ;VARGAS GOURMET;GR;Pureza, Qualidade;Gourmet
CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA;RJ;VARGAS PREMIUM;GR;Pureza, Qualidade;Superior
CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA;RJ;VARGAS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CARVALHO BORBA LTDA.;GO;CANASTRA;TM;Pureza, Qualidade;Tradicional
CARVALHO BORBA LTDA.;GO;CANASTRA EM GRAOS PARA MOINHO;GR;Pureza, Qualidade;Tradicional
CARVALHO BORBA LTDA.;GO;CANASTRA TORRADO E MOIDO PARA MOINHO;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;ARACATUBA;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BARBOSA;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BEM MAIS;TM;Pureza, Qualidade;Extraforte
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL CLASSICO;CAP;Pureza, Qualidade;Intensidade 5
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL ESPRESSO;GR;Pureza, Qualidade;Superior
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS AZUL PARANA;TM;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS AZUL PARANA GRAO;GR;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS OURO DE MINAS;TM;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS OURO DE MINAS GRAO;GR;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS SAFRA EXOTICA;TM;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS SAFRA EXOTICA GRAO;GR;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS VERDE MOGIANA;TM;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS VERDE MOGIANA GRAO;GR;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS VERMELHO BAHIA;TM;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL GRAOS ESPECIAIS VERMELHO BAHIA GRAO;GR;Pureza, Qualidade;Gourmet
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL INTENSO;CAP;Pureza, Qualidade;Intensidade 7
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL LONG LIFE;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL SUPERIOR;TM;Pureza, Qualidade;Superior
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;BRASIL TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;JARDIM ESPRESSO;GR;Pureza, Qualidade;Superior
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;JARDIM EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;JARDIM TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;LOPES TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;MAGNI;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;NHA BENTA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;PACHA;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;REDEPAS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;SESCAMP;TM;Pureza, Qualidade;Tradicional
CATUAI DO BRASIL IND. E COM DE CAFE LTDA;SP;SOLIMOES;TM;Pureza, Qualidade;Tradicional
CEREALISTA CAFE OURO PRETO LTDA;RO;CHICK;TM;Pureza, Qualidade;Tradicional
CEREALISTA CAFE OURO PRETO LTDA;RO;DOURO PRETO;TM;Pureza, Qualidade;Tradicional
CEREALISTA NACIONAL LTDA. - ME;RO;RIO ACRE;TM;Pureza, Qualidade;Tradicional
CEREALISTA PEREIRA IMP. E EXP. LTDA;MG;CELIO PEREIRA EXTRAFORTE SUPERIOR;TM;Pureza, Qualidade;Superior
CEREALISTA PEREIRA IMP. E EXP. LTDA;MG;CELIO PEREIRA PREMIUM;TM;Pureza, Qualidade;Gourmet
